location	surah	verse	root	form	aspect	agreement	subject_label	subject_lemma	rule_fired	T1_object_clitic	T2_eqtb_obj	verse_text
(66:10:24:1)	66	10	dxl	I	IMPV	2MD	NONDIVINE		S-2P	0	1	ضرب الله مثلا للذين كفروا امرأت نوح وامرأت لوط ۖ كانتا تحت عبدين من عبادنا صالحين فخانتاهما فلم يغنيا عنهما من الله شيئا وقيل ادخلا النار مع الداخلين
(66:11:11:1)	66	11	bny	I	IMPV	2MS	NONDIVINE		S-2P	0	1	وضرب الله مثلا للذين آمنوا امرأت فرعون إذ قالت رب ابن لي عندك بيتا في الجنة ونجني من فرعون وعمله ونجني من القوم الظالمين
(66:11:17:2)	66	11	njw	II	IMPV	2MS	NONDIVINE		S-2P	1	1	وضرب الله مثلا للذين آمنوا امرأت فرعون إذ قالت رب ابن لي عندك بيتا في الجنة ونجني من فرعون وعمله ونجني من القوم الظالمين
(66:11:1:2)	66	11	Drb	I	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	وضرب الله مثلا للذين آمنوا امرأت فرعون إذ قالت رب ابن لي عندك بيتا في الجنة ونجني من فرعون وعمله ونجني من القوم الظالمين
(66:11:21:2)	66	11	njw	II	IMPV	2MS	NONDIVINE		S-2P	1	1	وضرب الله مثلا للذين آمنوا امرأت فرعون إذ قالت رب ابن لي عندك بيتا في الجنة ونجني من فرعون وعمله ونجني من القوم الظالمين
(66:12:7:2)	66	12	nfx	I	PERF	1P	DIVINE		S-1P	0	0	ومريم ابنت عمران التي أحصنت فرجها فنفخنا فيه من روحنا وصدقت بكلمات ربها وكتبه وكانت من القانتين
(67:2:5:2)	67	2	blw	I	IMPF	3MS	NONDIVINE	>aY~	S-EXPL	1	1	الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا ۚ وهو العزيز الغفور
(67:3:13:2)	67	3	rjE	I	IMPV	2MS	NONDIVINE		S-2P	0	1	الذي خلق سبع سماوات طباقا ۖ ما ترى في خلق الرحمن من تفاوت ۖ فارجع البصر هل ترى من فطور
(67:3:16:1)	67	3	rAy	I	IMPF	2MS	NONDIVINE		S-2P	0	0	الذي خلق سبع سماوات طباقا ۖ ما ترى في خلق الرحمن من تفاوت ۖ فارجع البصر هل ترى من فطور
(67:3:7:1)	67	3	rAy	I	IMPF	2MS	NONDIVINE		S-2P	0	1	الذي خلق سبع سماوات طباقا ۖ ما ترى في خلق الرحمن من تفاوت ۖ فارجع البصر هل ترى من فطور
(67:4:2:1)	67	4	rjE	I	IMPV	2MS	NONDIVINE		S-2P	0	1	ثم ارجع البصر كرتين ينقلب إليك البصر خاسئا وهو حسير
(67:4:5:1)	67	4	qlb	VII	IMPF	3MS	NONDIVINE	baSar	S-EXPL	0	0	ثم ارجع البصر كرتين ينقلب إليك البصر خاسئا وهو حسير
(67:5:2:1)	67	5	zyn	II	PERF	1P	DIVINE		S-1P	0	1	ولقد زينا السماء الدنيا بمصابيح وجعلناها رجوما للشياطين ۖ وأعتدنا لهم عذاب السعير
(67:5:6:2)	67	5	jEl	I	PERF	1P	DIVINE		S-1P	1	1	ولقد زينا السماء الدنيا بمصابيح وجعلناها رجوما للشياطين ۖ وأعتدنا لهم عذاب السعير
(67:5:9:2)	67	5	Etd	IV	PERF	1P	DIVINE		S-1P	0	1	ولقد زينا السماء الدنيا بمصابيح وجعلناها رجوما للشياطين ۖ وأعتدنا لهم عذاب السعير
(67:6:6:2)	67	6	bAs	I	PERF	3MS	NONDIVINE	maSiyr	S-EXPL	0	0	وللذين كفروا بربهم عذاب جهنم ۖ وبئس المصير
(67:8:12:1)	67	8	Aty	I	IMPF	3MS	NONDIVINE	na*iyr	S-EXPL	1	1	تكاد تميز من الغيظ ۖ كلما ألقي فيها فوج سألهم خزنتها ألم يأتكم نذير
(67:8:9:1)	67	8	sAl	I	PERF	3MS	NONDIVINE	xazanat	S-EXPL	1	1	تكاد تميز من الغيظ ۖ كلما ألقي فيها فوج سألهم خزنتها ألم يأتكم نذير
(67:9:4:1)	67	9	jyA	I	PERF	3MS	NONDIVINE	na*iyr	S-EXPL	1	1	قالوا بلى قد جاءنا نذير فكذبنا وقلنا ما نزل الله من شيء إن أنتم إلا في ضلال كبير
(67:9:6:2)	67	9	k*b	II	PERF	1P	DIVINE		S-1P	0	0	قالوا بلى قد جاءنا نذير فكذبنا وقلنا ما نزل الله من شيء إن أنتم إلا في ضلال كبير
(67:9:7:2)	67	9	qwl	I	PERF	1P	DIVINE		S-1P	0	1	قالوا بلى قد جاءنا نذير فكذبنا وقلنا ما نزل الله من شيء إن أنتم إلا في ضلال كبير
(67:9:9:1)	67	9	nzl	II	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	قالوا بلى قد جاءنا نذير فكذبنا وقلنا ما نزل الله من شيء إن أنتم إلا في ضلال كبير
(67:10:3:1)	67	10	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وقالوا لو كنا نسمع أو نعقل ما كنا في أصحاب السعير
(67:10:4:1)	67	10	smE	I	IMPF	1P	DIVINE		S-1P	0	0	وقالوا لو كنا نسمع أو نعقل ما كنا في أصحاب السعير
(67:10:6:1)	67	10	Eql	I	IMPF	1P	DIVINE		S-1P	0	0	وقالوا لو كنا نسمع أو نعقل ما كنا في أصحاب السعير
(67:10:8:1)	67	10	kwn	I	PERF	1P	DIVINE		S-1P	0	0	وقالوا لو كنا نسمع أو نعقل ما كنا في أصحاب السعير
(67:13:1:2)	67	13	srr	IV	IMPV	2MP	NONDIVINE		S-2P	0	1	وأسروا قولكم أو اجهروا به ۖ إنه عليم بذات الصدور
(67:13:4:1)	67	13	jhr	I	IMPV	2MP	NONDIVINE		S-2P	0	0	وأسروا قولكم أو اجهروا به ۖ إنه عليم بذات الصدور
(67:14:4:1)	67	14	xlq	I	PERF	3MS	NONDIVINE	laTiyf	S-EXPL	0	0	ألا يعلم من خلق وهو اللطيف الخبير
(67:15:10:2)	67	15	Akl	I	IMPV	2MP	NONDIVINE		S-2P	0	0	هو الذي جعل لكم الأرض ذلولا فامشوا في مناكبها وكلوا من رزقه ۖ وإليه النشور
(67:15:7:2)	67	15	m$y	I	IMPV	2MP	NONDIVINE		S-2P	0	0	هو الذي جعل لكم الأرض ذلولا فامشوا في مناكبها وكلوا من رزقه ۖ وإليه النشور
(67:16:1:2)	67	16	Amn	I	PERF	2MP	NONDIVINE		S-2P	0	1	أأمنتم من في السماء أن يخسف بكم الأرض فإذا هي تمور
(67:17:10:3)	67	17	Elm	I	IMPF	2MP	NONDIVINE		S-2P	0	1	أم أمنتم من في السماء أن يرسل عليكم حاصبا ۖ فستعلمون كيف نذير
(67:17:2:1)	67	17	Amn	I	PERF	2MP	NONDIVINE		S-2P	0	1	أم أمنتم من في السماء أن يرسل عليكم حاصبا ۖ فستعلمون كيف نذير
(67:18:7:1)	67	18	kwn	I	PERF	3MS	NONDIVINE	nakiyr	S-EXPL	0	0	ولقد كذب الذين من قبلهم فكيف كان نكير
(67:19:9:1)	67	19	msk	IV	IMPF	3MS	NONDIVINE	r~aHoma`n	S-EXPL	1	1	أولم يروا إلى الطير فوقهم صافات ويقبضن ۚ ما يمسكهن إلا الرحمن ۚ إنه بكل شيء بصير
(67:23:12:1)	67	23	$kr	I	IMPF	2MP	NONDIVINE		S-2P	0	0	قل هو الذي أنشأكم وجعل لكم السمع والأبصار والأفئدة ۖ قليلا ما تشكرون
(67:23:1:1)	67	23	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل هو الذي أنشأكم وجعل لكم السمع والأبصار والأفئدة ۖ قليلا ما تشكرون
(67:24:1:1)	67	24	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل هو الذي ذرأكم في الأرض وإليه تحشرون
(67:25:1:2)	67	25	qwl	I	IMPF	3MP	NONDIVINE	waEod	S-EXPL	0	1	ويقولون متى هذا الوعد إن كنتم صادقين
(67:25:6:1)	67	25	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	ويقولون متى هذا الوعد إن كنتم صادقين
(67:26:1:1)	67	26	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل إنما العلم عند الله وإنما أنا نذير مبين
(67:27:11:1)	67	27	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	فلما رأوه زلفة سيئت وجوه الذين كفروا وقيل هذا الذي كنتم به تدعون
(67:27:13:1)	67	27	dEw	VIII	IMPF	2MP	NONDIVINE		S-2P	0	0	فلما رأوه زلفة سيئت وجوه الذين كفروا وقيل هذا الذي كنتم به تدعون
(67:28:1:1)	67	28	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل أرأيتم إن أهلكني الله ومن معي أو رحمنا فمن يجير الكافرين من عذاب أليم
(67:28:2:2)	67	28	rAy	I	PERF	2MP	NONDIVINE		S-2P	0	0	قل أرأيتم إن أهلكني الله ومن معي أو رحمنا فمن يجير الكافرين من عذاب أليم
(67:28:4:1)	67	28	hlk	IV	PERF	3MS	DIVINE	{ll~ah	S-EXPL	1	1	قل أرأيتم إن أهلكني الله ومن معي أو رحمنا فمن يجير الكافرين من عذاب أليم
(67:29:1:1)	67	29	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل هو الرحمن آمنا به وعليه توكلنا ۖ فستعلمون من هو في ضلال مبين
(67:29:4:1)	67	29	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	قل هو الرحمن آمنا به وعليه توكلنا ۖ فستعلمون من هو في ضلال مبين
(67:29:7:1)	67	29	wkl	V	PERF	1P	DIVINE		S-1P	0	0	قل هو الرحمن آمنا به وعليه توكلنا ۖ فستعلمون من هو في ضلال مبين
(67:29:8:3)	67	29	Elm	I	IMPF	2MP	NONDIVINE		S-2P	0	1	قل هو الرحمن آمنا به وعليه توكلنا ۖ فستعلمون من هو في ضلال مبين
(67:30:1:1)	67	30	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل أرأيتم إن أصبح ماؤكم غورا فمن يأتيكم بماء معين
(67:30:2:2)	67	30	rAy	I	PERF	2MP	NONDIVINE		S-2P	0	0	قل أرأيتم إن أصبح ماؤكم غورا فمن يأتيكم بماء معين
(67:30:4:1)	67	30	SbH	IV	PERF	3MS	NONDIVINE	maA^'	S-EXPL	0	0	قل أرأيتم إن أصبح ماؤكم غورا فمن يأتيكم بماء معين
(68:5:1:3)	68	5	bSr	IV	IMPF	2MS	NONDIVINE		S-2P	0	0	فستبصر ويبصرون
(68:8:2:1)	68	8	TwE	IV	IMPF	2MS	NONDIVINE		S-2P	0	1	فلا تطع المكذبين
(68:9:3:1)	68	9	dhn	IV	IMPF	2MS	NONDIVINE		S-2P	0	0	ودوا لو تدهن فيدهنون
(68:10:2:1)	68	10	TwE	IV	IMPF	2MS	NONDIVINE		S-2P	0	1	ولا تطع كل حلاف مهين
(68:15:5:1)	68	15	qwl	I	PERF	3MS	NONDIVINE	>asa`Tiyr	S-EXPL	0	1	إذا تتلى عليه آياتنا قال أساطير الأولين
(68:16:1:2)	68	16	wsm	I	IMPF	1P	DIVINE		S-1P	1	1	سنسمه على الخرطوم
(68:17:2:1)	68	17	blw	I	PERF	1P	DIVINE		S-1P	1	1	إنا بلوناهم كما بلونا أصحاب الجنة إذ أقسموا ليصرمنها مصبحين
(68:17:4:1)	68	17	blw	I	PERF	1P	DIVINE		S-1P	0	1	إنا بلوناهم كما بلونا أصحاب الجنة إذ أقسموا ليصرمنها مصبحين
(68:19:1:2)	68	19	Twf	I	PERF	3MS	NONDIVINE	TaA^}if	S-EXPL	0	0	فطاف عليها طائف من ربك وهم نائمون
(68:22:2:1)	68	22	gdw	I	IMPV	2MP	NONDIVINE		S-2P	0	0	أن اغدوا على حرثكم إن كنتم صارمين
(68:22:6:1)	68	22	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	أن اغدوا على حرثكم إن كنتم صارمين
(68:26:3:1)	68	26	qwl	I	PERF	3MP	NONDIVINE	DaA^l~	S-EXPL	0	1	فلما رأوها قالوا إنا لضالون
(68:28:1:1)	68	28	qwl	I	PERF	3MS	NONDIVINE	>awosaT	S-EXPL	0	1	قال أوسطهم ألم أقل لكم لولا تسبحون
(68:28:7:1)	68	28	sbH	II	IMPF	2MP	NONDIVINE		S-2P	0	0	قال أوسطهم ألم أقل لكم لولا تسبحون
(68:29:5:1)	68	29	kwn	I	PERF	1P	DIVINE		S-1P	0	0	قالوا سبحان ربنا إنا كنا ظالمين
(68:30:1:2)	68	30	qbl	IV	PERF	3MS	NONDIVINE	baEoD	S-EXPL	0	0	فأقبل بعضهم على بعض يتلاومون
(68:31:4:1)	68	31	kwn	I	PERF	1P	DIVINE		S-1P	0	0	قالوا يا ويلنا إنا كنا طاغين
(68:32:1:1)	68	32	Esy	I	PERF	3MS	DIVINE	rab~	S-EXPL	0	0	عسى ربنا أن يبدلنا خيرا منها إنا إلى ربنا راغبون
(68:35:1:3)	68	35	jEl	I	IMPF	1P	DIVINE		S-1P	0	1	أفنجعل المسلمين كالمجرمين
(68:36:4:1)	68	36	Hkm	I	IMPF	2MP	NONDIVINE		S-2P	0	1	ما لكم كيف تحكمون
(68:37:5:1)	68	37	drs	I	IMPF	2MP	NONDIVINE		S-2P	0	0	أم لكم كتاب فيه تدرسون
(68:38:5:1)	68	38	xyr	V	IMPF	2MP	NONDIVINE		S-2P	0	0	إن لكم فيه لما تخيرون
(68:39:12:1)	68	39	Hkm	I	IMPF	2MP	NONDIVINE		S-2P	0	0	أم لكم أيمان علينا بالغة إلى يوم القيامة ۙ إن لكم لما تحكمون
(68:40:1:1)	68	40	sAl	I	IMPV	2MS	NONDIVINE		S-2P	1	1	سلهم أيهم بذلك زعيم
(68:43:3:1)	68	43	rhq	I	IMPF	3FS	NONDIVINE	*il~ap	S-EXPL	1	1	خاشعة أبصارهم ترهقهم ذلة ۖ وقد كانوا يدعون إلى السجود وهم سالمون
(68:44:1:2)	68	44	w*r	I	IMPV	2MS	NONDIVINE		S-2P	1	1	فذرني ومن يكذب بهذا الحديث ۖ سنستدرجهم من حيث لا يعلمون
(68:44:6:2)	68	44	drj	X	IMPF	1P	DIVINE		S-1P	1	1	فذرني ومن يكذب بهذا الحديث ۖ سنستدرجهم من حيث لا يعلمون
(68:46:2:1)	68	46	sAl	I	IMPF	2MS	NONDIVINE		S-2P	1	1	أم تسألهم أجرا فهم من مغرم مثقلون
(68:48:1:2)	68	48	Sbr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم
(68:48:5:1)	68	48	kwn	I	IMPF	2MS	NONDIVINE		S-2P	0	0	فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم
(68:48:9:1)	68	48	ndw	III	PERF	3MS	NONDIVINE	makoZuwm	S-EXPL	0	0	فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم
(68:49:3:1)	68	49	drk	VI	PERF	3MS	NONDIVINE	niEomap	S-EXPL	1	1	لولا أن تداركه نعمة من ربه لنبذ بالعراء وهو مذموم
(68:50:1:2)	68	50	jby	VIII	PERF	3MS	DIVINE	rab~	S-EXPL	1	1	فاجتباه ربه فجعله من الصالحين
(68:51:10:2)	68	51	qwl	I	IMPF	3MP	NONDIVINE	majonuwn	S-EXPL	0	1	وإن يكاد الذين كفروا ليزلقونك بأبصارهم لما سمعوا الذكر ويقولون إنه لمجنون
(69:3:2:1)	69	3	dry	IV	PERF	3MS	NONDIVINE	HaA^q~ap	S-EXPL	1	1	وما أدراك ما الحاقة
(69:4:1:1)	69	4	k*b	II	PERF	3FS	NONDIVINE	vamuwd	S-EXPL	0	0	كذبت ثمود وعاد بالقارعة
(69:7:8:2)	69	7	rAy	I	IMPF	2MS	NONDIVINE		S-2P	0	1	سخرها عليهم سبع ليال وثمانية أيام حسوما فترى القوم فيها صرعى كأنهم أعجاز نخل خاوية
(69:8:2:1)	69	8	rAy	I	IMPF	2MS	NONDIVINE		S-2P	0	0	فهل ترى لهم من باقية
(69:9:1:2)	69	9	jyA	I	PERF	3MS	NONDIVINE	firoEawon	S-EXPL	0	0	وجاء فرعون ومن قبله والمؤتفكات بالخاطئة
(69:11:3:1)	69	11	Tgy	I	PERF	3MS	NONDIVINE	maA^'	S-EXPL	0	0	إنا لما طغى الماء حملناكم في الجارية
(69:11:5:1)	69	11	Hml	I	PERF	1P	DIVINE		S-1P	1	1	إنا لما طغى الماء حملناكم في الجارية
(69:12:1:2)	69	12	jEl	I	IMPF	1P	DIVINE		S-1P	1	1	لنجعلها لكم تذكرة وتعيها أذن واعية
(69:12:4:2)	69	12	wEy	I	IMPF	3FS	NONDIVINE	>u*unN	S-EXPL	1	1	لنجعلها لكم تذكرة وتعيها أذن واعية
(69:15:2:1)	69	15	wqE	I	PERF	3FS	NONDIVINE	waAqiEap	S-EXPL	0	0	فيومئذ وقعت الواقعة
(69:16:1:2)	69	16	$qq	VII	PERF	3FS	NONDIVINE	samaA^'	S-EXPL	0	0	وانشقت السماء فهي يومئذ واهية
(69:18:4:1)	69	18	xfy	I	IMPF	2MS	NONDIVINE		S-2P	0	0	يومئذ تعرضون لا تخفى منكم خافية
(69:19:8:1)	69	19	qrA	I	IMPV	2MP	NONDIVINE		S-2P	0	1	فأما من أوتي كتابه بيمينه فيقول هاؤم اقرءوا كتابيه
(69:24:1:1)	69	24	Akl	I	IMPV	2MP	NONDIVINE		S-2P	0	0	كلوا واشربوا هنيئا بما أسلفتم في الأيام الخالية
(69:24:2:2)	69	24	$rb	I	IMPV	2MP	NONDIVINE		S-2P	0	0	كلوا واشربوا هنيئا بما أسلفتم في الأيام الخالية
(69:24:5:1)	69	24	slf	IV	PERF	2MP	NONDIVINE		S-2P	0	0	كلوا واشربوا هنيئا بما أسلفتم في الأيام الخالية
(69:28:2:1)	69	28	gny	I	PERF	3MS	NONDIVINE	maAl	S-EXPL	0	0	ما أغنى عني ماليه ۜ
(69:29:1:1)	69	29	hlk	I	PERF	3MS	NONDIVINE	suloTa`n	S-EXPL	0	0	هلك عني سلطانيه
(69:30:1:1)	69	30	Ax*	I	IMPV	2MP	NONDIVINE		S-2P	1	1	خذوه فغلوه
(69:30:2:2)	69	30	gll	I	IMPV	2MP	NONDIVINE		S-2P	1	1	خذوه فغلوه
(69:31:3:1)	69	31	Sly	II	IMPV	2MP	NONDIVINE		S-2P	1	1	ثم الجحيم صلوه
(69:32:7:2)	69	32	slk	I	IMPV	2MP	NONDIVINE		S-2P	1	1	ثم في سلسلة ذرعها سبعون ذراعا فاسلكوه
(69:37:2:1)	69	37	Akl	I	IMPF	3MS	NONDIVINE	xa`Ti_#iyn	S-EXPL	1	1	لا يأكله إلا الخاطئون
(69:38:4:1)	69	38	bSr	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	فلا أقسم بما تبصرون
(69:39:3:1)	69	39	bSr	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	وما لا تبصرون
(69:41:7:1)	69	41	Amn	IV	IMPF	2MP	NONDIVINE		S-2P	0	0	وما هو بقول شاعر ۚ قليلا ما تؤمنون
(69:42:6:1)	69	42	*kr	V	IMPF	2MP	NONDIVINE		S-2P	0	0	ولا بقول كاهن ۚ قليلا ما تذكرون
(69:45:1:2)	69	45	Ax*	I	PERF	1P	DIVINE		S-1P	0	0	لأخذنا منه باليمين
(69:46:2:2)	69	46	qTE	I	PERF	1P	DIVINE		S-1P	0	1	ثم لقطعنا منه الوتين
(69:49:2:2)	69	49	Elm	I	IMPF	1P	DIVINE		S-1P	0	1	وإنا لنعلم أن منكم مكذبين
(69:52:1:2)	69	52	sbH	II	IMPV	2MS	NONDIVINE		S-2P	0	0	فسبح باسم ربك العظيم
(70:1:1:1)	70	1	sAl	I	PERF	3MS	NONDIVINE	saA^}il	S-EXPL	0	1	سأل سائل بعذاب واقع
(70:2:2:1)	70	2	lys	I	PERF	3MS	NONDIVINE	daAfiE	S-EXPL	0	0	للكافرين ليس له دافع
(70:4:1:1)	70	4	Erj	I	IMPF	3FS	NONDIVINE	malak	S-EXPL	0	0	تعرج الملائكة والروح إليه في يوم كان مقداره خمسين ألف سنة
(70:4:7:1)	70	4	kwn	I	PERF	3MS	NONDIVINE	miqodaAr	S-EXPL	0	0	تعرج الملائكة والروح إليه في يوم كان مقداره خمسين ألف سنة
(70:5:1:2)	70	5	Sbr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	فاصبر صبرا جميلا
(70:7:1:2)	70	7	rAy	I	IMPF	1P	DIVINE		S-1P	1	1	ونراه قريبا
(70:8:2:1)	70	8	kwn	I	IMPF	3FS	NONDIVINE	samaA^'	S-EXPL	0	0	يوم تكون السماء كالمهل
(70:9:1:2)	70	9	kwn	I	IMPF	3FS	NONDIVINE	jabal	S-EXPL	0	0	وتكون الجبال كالعهن
(70:10:2:1)	70	10	sAl	I	IMPF	3MS	NONDIVINE	Hamiym	S-EXPL	0	1	ولا يسأل حميم حميما
(70:11:2:1)	70	11	wdd	I	IMPF	3MS	NONDIVINE	mujorim	S-EXPL	0	1	يبصرونهم ۚ يود المجرم لو يفتدي من عذاب يومئذ ببنيه
(70:20:2:1)	70	20	mss	I	PERF	3MS	NONDIVINE	$ar~	S-EXPL	1	1	إذا مسه الشر جزوعا
(70:21:2:1)	70	21	mss	I	PERF	3MS	NONDIVINE	xayor	S-EXPL	1	1	وإذا مسه الخير منوعا
(70:30:6:1)	70	30	mlk	I	PERF	3FS	NONDIVINE	yamiyn	S-EXPL	0	0	إلا على أزواجهم أو ما ملكت أيمانهم فإنهم غير ملومين
(70:38:1:2)	70	38	TmE	I	IMPF	3MS	NONDIVINE	kul~	S-EXPL	0	1	أيطمع كل امرئ منهم أن يدخل جنة نعيم
(70:39:3:1)	70	39	xlq	I	PERF	1P	DIVINE		S-1P	1	1	كلا ۖ إنا خلقناهم مما يعلمون
(70:41:3:1)	70	41	bdl	II	IMPF	1P	DIVINE		S-1P	0	1	على أن نبدل خيرا منهم وما نحن بمسبوقين
(70:42:1:2)	70	42	w*r	I	IMPV	2MS	NONDIVINE		S-2P	1	1	فذرهم يخوضوا ويلعبوا حتى يلاقوا يومهم الذي يوعدون
(70:44:3:1)	70	44	rhq	I	IMPF	3FS	NONDIVINE	*il~ap	S-EXPL	1	1	خاشعة أبصارهم ترهقهم ذلة ۚ ذلك اليوم الذي كانوا يوعدون
(71:1:12:1)	71	1	Aty	I	IMPF	3MS	NONDIVINE	Ea*aAb	S-EXPL	1	1	إنا أرسلنا نوحا إلى قومه أن أنذر قومك من قبل أن يأتيهم عذاب أليم
(71:1:2:1)	71	1	rsl	IV	PERF	1P	DIVINE		S-1P	0	1	إنا أرسلنا نوحا إلى قومه أن أنذر قومك من قبل أن يأتيهم عذاب أليم
(71:1:7:1)	71	1	n*r	IV	IMPV	2MS	NONDIVINE		S-2P	0	1	إنا أرسلنا نوحا إلى قومه أن أنذر قومك من قبل أن يأتيهم عذاب أليم
(71:3:2:1)	71	3	Ebd	I	IMPV	2MP	NONDIVINE		S-2P	0	1	أن اعبدوا الله واتقوه وأطيعون
(71:3:4:2)	71	3	wqy	VIII	IMPV	2MP	NONDIVINE		S-2P	1	1	أن اعبدوا الله واتقوه وأطيعون
(71:3:5:2)	71	3	TwE	IV	IMPV	2MP	NONDIVINE		S-2P	1	1	أن اعبدوا الله واتقوه وأطيعون
(71:4:17:1)	71	4	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	يغفر لكم من ذنوبكم ويؤخركم إلى أجل مسمى ۚ إن أجل الله إذا جاء لا يؤخر ۖ لو كنتم تعلمون
(71:4:18:1)	71	4	Elm	I	IMPF	2MP	NONDIVINE		S-2P	0	0	يغفر لكم من ذنوبكم ويؤخركم إلى أجل مسمى ۚ إن أجل الله إذا جاء لا يؤخر ۖ لو كنتم تعلمون
(71:6:2:1)	71	6	zyd	I	IMPF	3MS	NONDIVINE	duEaA^'	S-EXPL	1	1	فلم يزدهم دعائي إلا فرارا
(71:7:4:2)	71	7	gfr	I	IMPF	2MS	NONDIVINE		S-2P	0	0	وإني كلما دعوتهم لتغفر لهم جعلوا أصابعهم في آذانهم واستغشوا ثيابهم وأصروا واستكبروا استكبارا
(71:10:2:1)	71	10	gfr	X	IMPV	2MP	NONDIVINE		S-2P	0	1	فقلت استغفروا ربكم إنه كان غفارا
(71:13:4:1)	71	13	rjw	I	IMPF	2MP	NONDIVINE		S-2P	0	1	ما لكم لا ترجون لله وقارا
(71:15:2:1)	71	15	rAy	I	IMPF	2MP	NONDIVINE		S-2P	0	1	ألم تروا كيف خلق الله سبع سماوات طباقا
(71:15:4:1)	71	15	xlq	I	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	ألم تروا كيف خلق الله سبع سماوات طباقا
(71:20:1:2)	71	20	slk	I	IMPF	2MP	NONDIVINE		S-2P	0	1	لتسلكوا منها سبلا فجاجا
(71:21:1:1)	71	21	qwl	I	PERF	3MS	NONDIVINE	nuwH	S-EXPL	0	1	قال نوح رب إنهم عصوني واتبعوا من لم يزده ماله وولده إلا خسارا
(71:21:9:1)	71	21	zyd	I	IMPF	3MS	NONDIVINE	maAl	S-EXPL	1	1	قال نوح رب إنهم عصوني واتبعوا من لم يزده ماله وولده إلا خسارا
(71:23:3:1)	71	23	w*r	I	IMPF	2MP	NONDIVINE		S-2P	0	1	وقالوا لا تذرن آلهتكم ولا تذرن ودا ولا سواعا ولا يغوث ويعوق ونسرا
(71:23:6:1)	71	23	w*r	I	IMPF	2MP	NONDIVINE		S-2P	0	1	وقالوا لا تذرن آلهتكم ولا تذرن ودا ولا سواعا ولا يغوث ويعوق ونسرا
(71:24:5:1)	71	24	zyd	I	IMPF	2MS	NONDIVINE		S-2P	0	1	وقد أضلوا كثيرا ۖ ولا تزد الظالمين إلا ضلالا
(71:26:1:2)	71	26	qwl	I	PERF	3MS	NONDIVINE	nuwH	S-EXPL	0	1	وقال نوح رب لا تذر على الأرض من الكافرين ديارا
(71:26:5:1)	71	26	w*r	I	IMPF	2MS	NONDIVINE		S-2P	0	1	وقال نوح رب لا تذر على الأرض من الكافرين ديارا
(71:27:3:1)	71	27	w*r	I	IMPF	2MS	NONDIVINE		S-2P	1	1	إنك إن تذرهم يضلوا عبادك ولا يلدوا إلا فاجرا كفارا
(71:28:12:1)	71	28	zyd	I	IMPF	2MS	NONDIVINE		S-2P	0	1	رب اغفر لي ولوالدي ولمن دخل بيتي مؤمنا وللمؤمنين والمؤمنات ولا تزد الظالمين إلا تبارا
(71:28:2:1)	71	28	gfr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	رب اغفر لي ولوالدي ولمن دخل بيتي مؤمنا وللمؤمنين والمؤمنات ولا تزد الظالمين إلا تبارا
(72:1:11:1)	72	1	smE	I	PERF	1P	DIVINE		S-1P	0	1	قل أوحي إلي أنه استمع نفر من الجن فقالوا إنا سمعنا قرآنا عجبا
(72:1:1:1)	72	1	qwl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قل أوحي إلي أنه استمع نفر من الجن فقالوا إنا سمعنا قرآنا عجبا
(72:1:5:1)	72	1	smE	VIII	PERF	3MS	NONDIVINE	nafar	S-EXPL	0	0	قل أوحي إلي أنه استمع نفر من الجن فقالوا إنا سمعنا قرآنا عجبا
(72:2:4:2)	72	2	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	يهدي إلى الرشد فآمنا به ۖ ولن نشرك بربنا أحدا
(72:2:7:1)	72	2	$rk	IV	IMPF	1P	DIVINE		S-1P	0	1	يهدي إلى الرشد فآمنا به ۖ ولن نشرك بربنا أحدا
(72:3:2:1)	72	3	Elw	I	PERF	3MS	NONDIVINE	jad~	S-EXPL	0	0	وأنه تعالى جد ربنا ما اتخذ صاحبة ولا ولدا
