location	surah	verse	root	form	aspect	agreement	subject_label	subject_lemma	rule_fired	T1_object_clitic	T2_eqtb_obj	verse_text
(7:134:7:1)	7	134	dEw	I	IMPV	2MS	NONDIVINE		S-2P	0	1	ولما وقع عليهم الرجز قالوا يا موسى ادع لنا ربك بما عهد عندك ۖ لئن كشفت عنا الرجز لنؤمنن لك ولنرسلن معك بني إسرائيل
(7:135:2:1)	7	135	k$f	I	PERF	1P	DIVINE		S-1P	0	1	فلما كشفنا عنهم الرجز إلى أجل هم بالغوه إذا هم ينكثون
(7:136:1:2)	7	136	nqm	VIII	PERF	1P	DIVINE		S-1P	0	0	فانتقمنا منهم فأغرقناهم في اليم بأنهم كذبوا بآياتنا وكانوا عنها غافلين
(7:136:3:2)	7	136	grq	IV	PERF	1P	DIVINE		S-1P	1	1	فانتقمنا منهم فأغرقناهم في اليم بأنهم كذبوا بآياتنا وكانوا عنها غافلين
(7:137:10:1)	7	137	brk	III	PERF	1P	DIVINE		S-1P	0	0	وأورثنا القوم الذين كانوا يستضعفون مشارق الأرض ومغاربها التي باركنا فيها ۖ وتمت كلمت ربك الحسنى على بني إسرائيل بما صبروا ۖ ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون
(7:137:12:2)	7	137	tmm	I	PERF	3FS	NONDIVINE	kalimap	S-EXPL	0	0	وأورثنا القوم الذين كانوا يستضعفون مشارق الأرض ومغاربها التي باركنا فيها ۖ وتمت كلمت ربك الحسنى على بني إسرائيل بما صبروا ۖ ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون
(7:137:1:2)	7	137	wrv	IV	PERF	1P	DIVINE		S-1P	0	1	وأورثنا القوم الذين كانوا يستضعفون مشارق الأرض ومغاربها التي باركنا فيها ۖ وتمت كلمت ربك الحسنى على بني إسرائيل بما صبروا ۖ ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون
(7:137:21:2)	7	137	dmr	II	PERF	1P	DIVINE		S-1P	0	1	وأورثنا القوم الذين كانوا يستضعفون مشارق الأرض ومغاربها التي باركنا فيها ۖ وتمت كلمت ربك الحسنى على بني إسرائيل بما صبروا ۖ ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون
(7:137:24:1)	7	137	SnE	I	IMPF	3MS	NONDIVINE	firoEawon	S-EXPL	0	0	وأورثنا القوم الذين كانوا يستضعفون مشارق الأرض ومغاربها التي باركنا فيها ۖ وتمت كلمت ربك الحسنى على بني إسرائيل بما صبروا ۖ ودمرنا ما كان يصنع فرعون وقومه وما كانوا يعرشون
(7:138:14:1)	7	138	jEl	I	IMPV	2MS	NONDIVINE		S-2P	0	1	وجاوزنا ببني إسرائيل البحر فأتوا على قوم يعكفون على أصنام لهم ۚ قالوا يا موسى اجعل لنا إلها كما لهم آلهة ۚ قال إنكم قوم تجهلون
(7:138:1:2)	7	138	jwz	III	PERF	1P	DIVINE		S-1P	0	1	وجاوزنا ببني إسرائيل البحر فأتوا على قوم يعكفون على أصنام لهم ۚ قالوا يا موسى اجعل لنا إلها كما لهم آلهة ۚ قال إنكم قوم تجهلون
(7:138:20:1)	7	138	qwl	I	PERF	3MS	NONDIVINE	qawom	S-EXPL	0	1	وجاوزنا ببني إسرائيل البحر فأتوا على قوم يعكفون على أصنام لهم ۚ قالوا يا موسى اجعل لنا إلها كما لهم آلهة ۚ قال إنكم قوم تجهلون
(7:138:23:1)	7	138	jhl	I	IMPF	2MP	NONDIVINE		S-2P	0	0	وجاوزنا ببني إسرائيل البحر فأتوا على قوم يعكفون على أصنام لهم ۚ قالوا يا موسى اجعل لنا إلها كما لهم آلهة ۚ قال إنكم قوم تجهلون
(7:141:2:1)	7	141	njw	IV	PERF	1P	DIVINE		S-1P	1	1	وإذ أنجيناكم من آل فرعون يسومونكم سوء العذاب ۖ يقتلون أبناءكم ويستحيون نساءكم ۚ وفي ذلكم بلاء من ربكم عظيم
(7:142:12:2)	7	142	qwl	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	0	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:142:16:1)	7	142	xlf	I	IMPV	2MS	NONDIVINE		S-2P	1	1	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:142:19:2)	7	142	SlH	IV	IMPV	2MS	NONDIVINE		S-2P	0	0	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:142:1:2)	7	142	wEd	III	PERF	1P	DIVINE		S-1P	0	1	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:142:21:1)	7	142	tbE	VIII	IMPF	2MS	NONDIVINE		S-2P	0	1	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:142:5:2)	7	142	tmm	IV	PERF	1P	DIVINE		S-1P	1	1	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:142:7:2)	7	142	tmm	I	PERF	3MS	NONDIVINE	miyqa`t	S-EXPL	0	1	۞ وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة ۚ وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين
(7:143:14:1)	7	143	rAy	I	IMPF	2MS	NONDIVINE		S-2P	1	1	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:16:1)	7	143	nZr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:23:1)	7	143	rAy	I	IMPF	2MS	NONDIVINE		S-2P	1	1	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:25:1)	7	143	jlw	I	PERF	3MS	DIVINE	rab~	S-EXPL	0	0	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:2:1)	7	143	jyA	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	0	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:30:2)	7	143	xrr	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	0	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:5:2)	7	143	klm	II	PERF	3MS	DIVINE	rab~	S-EXPL	1	1	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:143:9:1)	7	143	rAy	IV	IMPV	2MS	NONDIVINE		S-2P	1	1	ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك ۚ قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني ۚ فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا ۚ فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين
(7:144:12:2)	7	144	kwn	I	IMPV	2MS	NONDIVINE		S-2P	0	0	قال يا موسى إني اصطفيتك على الناس برسالاتي وبكلامي فخذ ما آتيتك وكن من الشاكرين
(7:144:9:2)	7	144	Ax*	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قال يا موسى إني اصطفيتك على الناس برسالاتي وبكلامي فخذ ما آتيتك وكن من الشاكرين
(7:145:12:2)	7	145	Ax*	I	IMPV	2MS	NONDIVINE		S-2P	1	1	وكتبنا له في الألواح من كل شيء موعظة وتفصيلا لكل شيء فخذها بقوة وأمر قومك يأخذوا بأحسنها ۚ سأريكم دار الفاسقين
(7:145:14:2)	7	145	Amr	I	IMPV	2MS	NONDIVINE		S-2P	0	1	وكتبنا له في الألواح من كل شيء موعظة وتفصيلا لكل شيء فخذها بقوة وأمر قومك يأخذوا بأحسنها ۚ سأريكم دار الفاسقين
(7:145:1:2)	7	145	ktb	I	PERF	1P	DIVINE		S-1P	0	1	وكتبنا له في الألواح من كل شيء موعظة وتفصيلا لكل شيء فخذها بقوة وأمر قومك يأخذوا بأحسنها ۚ سأريكم دار الفاسقين
(7:147:6:1)	7	147	HbT	I	PERF	3FS	NONDIVINE	Eamal	S-EXPL	0	0	والذين كذبوا بآياتنا ولقاء الآخرة حبطت أعمالهم ۚ هل يجزون إلا ما كانوا يعملون
(7:148:1:2)	7	148	Ax*	VIII	PERF	3MS	NONDIVINE	qawom	S-EXPL	0	1	واتخذ قوم موسى من بعده من حليهم عجلا جسدا له خوار ۚ ألم يروا أنه لا يكلمهم ولا يهديهم سبيلا ۘ اتخذوه وكانوا ظالمين
(7:149:12:1)	7	149	rHm	I	IMPF	3MS	DIVINE	rab~	S-EXPL	1	1	ولما سقط في أيديهم ورأوا أنهم قد ضلوا قالوا لئن لم يرحمنا ربنا ويغفر لنا لنكونن من الخاسرين
(7:149:16:2)	7	149	kwn	I	IMPF	1P	DIVINE		S-1P	0	0	ولما سقط في أيديهم ورأوا أنهم قد ضلوا قالوا لئن لم يرحمنا ربنا ويغفر لنا لنكونن من الخاسرين
(7:150:10:1)	7	150	xlf	I	PERF	2MP	NONDIVINE		S-2P	1	1	ولما رجع موسى إلى قومه غضبان أسفا قال بئسما خلفتموني من بعدي ۖ أعجلتم أمر ربكم ۖ وألقى الألواح وأخذ برأس أخيه يجره إليه ۚ قال ابن أم إن القوم استضعفوني وكادوا يقتلونني فلا تشمت بي الأعداء ولا تجعلني مع القوم الظالمين
(7:150:13:2)	7	150	Ejl	I	PERF	2MP	NONDIVINE		S-2P	0	1	ولما رجع موسى إلى قومه غضبان أسفا قال بئسما خلفتموني من بعدي ۖ أعجلتم أمر ربكم ۖ وألقى الألواح وأخذ برأس أخيه يجره إليه ۚ قال ابن أم إن القوم استضعفوني وكادوا يقتلونني فلا تشمت بي الأعداء ولا تجعلني مع القوم الظالمين
(7:150:2:1)	7	150	rjE	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	0	ولما رجع موسى إلى قومه غضبان أسفا قال بئسما خلفتموني من بعدي ۖ أعجلتم أمر ربكم ۖ وألقى الألواح وأخذ برأس أخيه يجره إليه ۚ قال ابن أم إن القوم استضعفوني وكادوا يقتلونني فلا تشمت بي الأعداء ولا تجعلني مع القوم الظالمين
(7:150:36:1)	7	150	jEl	I	IMPF	2MS	NONDIVINE		S-2P	1	1	ولما رجع موسى إلى قومه غضبان أسفا قال بئسما خلفتموني من بعدي ۖ أعجلتم أمر ربكم ۖ وألقى الألواح وأخذ برأس أخيه يجره إليه ۚ قال ابن أم إن القوم استضعفوني وكادوا يقتلونني فلا تشمت بي الأعداء ولا تجعلني مع القوم الظالمين
(7:151:3:1)	7	151	gfr	I	IMPV	2MS	NONDIVINE		S-2P	0	0	قال رب اغفر لي ولأخي وأدخلنا في رحمتك ۖ وأنت أرحم الراحمين
(7:151:6:2)	7	151	dxl	IV	IMPV	2MS	NONDIVINE		S-2P	1	1	قال رب اغفر لي ولأخي وأدخلنا في رحمتك ۖ وأنت أرحم الراحمين
(7:152:14:1)	7	152	jzy	I	IMPF	1P	DIVINE		S-1P	0	1	إن الذين اتخذوا العجل سينالهم غضب من ربهم وذلة في الحياة الدنيا ۚ وكذلك نجزي المفترين
(7:152:5:2)	7	152	nyl	I	IMPF	3MS	NONDIVINE	gaDab	S-EXPL	1	1	إن الذين اتخذوا العجل سينالهم غضب من ربهم وذلة في الحياة الدنيا ۚ وكذلك نجزي المفترين
(7:155:13:1)	7	155	$yA	I	PERF	2MS	NONDIVINE		S-2P	0	0	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:14:1)	7	155	hlk	IV	PERF	2MS	NONDIVINE		S-2P	1	1	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:18:2)	7	155	hlk	IV	IMPF	2MS	NONDIVINE		S-2P	1	1	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:1:2)	7	155	xyr	VIII	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	1	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:20:1)	7	155	fEl	I	PERF	3MS	NONDIVINE	safiyh	S-EXPL	0	0	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:27:1)	7	155	Dll	IV	IMPF	2MS	NONDIVINE		S-2P	0	1	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:30:1)	7	155	$yA	I	IMPF	2MS	NONDIVINE		S-2P	0	0	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
(7:155:31:2)	7	155	hdy	I	IMPF	2MS	NONDIVINE		S-2P	0	1	واختار موسى قومه سبعين رجلا لميقاتنا ۖ فلما أخذتهم الرجفة قال رب لو شئت أهلكتهم من قبل وإياي ۖ أتهلكنا بما فعل السفهاء منا ۖ إن هي إلا فتنتك تضل بها من تشاء وتهدي من تشاء ۖ أنت ولينا فاغفر لنا وارحمنا ۖ وأنت خير الغافرين
