surah,verse,word,form_bw,form_ar,pos,root,lemma,marker,stem_dual,pron_suffix_dual,is_verb,is_impf,mood
31,14,15,waliwa`lidayoka,وَلِوَٰلِدَيْكَ,N,wld,wa`liday,MD,1,0,0,0,
31,15,2,ja`hadaAka,جَٰهَدَاكَ,V,jhd,ja`hada,3MD,1,1,1,0,
31,15,13,tuTiEohumaA,تُطِعْهُمَا,V,TwE,>aTaAEa,,0,1,1,1,
31,15,14,waSaAHibohumaA,وَصَاحِبْهُمَا,CONJ,,,,0,1,0,0,
32,4,7,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
33,4,6,qalobayoni,قَلْبَيْنِ,N,qlb,qalob,FD,1,0,0,0,
33,30,11,DiEofayoni,ضِعْفَيْنِ,ADJ,DEf,DiEof,MD,1,0,0,0,
33,31,10,mar~atayoni,مَرَّتَيْنِ,N,mrr,mar~ap,MD,1,0,0,0,
33,68,3,DiEofayoni,ضِعْفَيْنِ,N,DEf,DiEof,MD,1,0,0,0,
34,12,16,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
34,15,7,jan~ataAni,جَنَّتَانِ,N,jnn,jan~ap,FD,1,0,0,0,
34,16,7,bijan~atayohimo,بِجَنَّتَيْهِمْ,N,jnn,jan~ap,FD,1,0,0,0,
34,16,8,jan~atayoni,جَنَّتَيْنِ,N,jnn,jan~ap,FD,1,0,0,0,
34,16,9,*awaAtaYo,ذَوَاتَىْ,N,,*uw,FD,1,0,0,0,
34,22,19,fiyhimaA,فِيهِمَا,P,,fiY,,0,1,0,0,
34,31,11,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
34,46,22,yadaYo,يَدَىْ,N,ydy,yad,FD,1,0,0,0,
35,12,3,{lobaHoraAni,ٱلْبَحْرَانِ,N,bHr,baHor,MD,1,0,0,0,
35,31,11,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
35,41,7,tazuwlaA,تَزُولَا,V,zwl,zaAla,2D,1,1,1,1,SUBJ
35,41,9,zaAlataA^,زَالَتَآ,V,zwl,zaAla,3FD,1,1,1,0,
35,41,11,>amosakahumaA,أَمْسَكَهُمَا,V,msk,>amosaka,,0,1,1,0,
36,14,4,{vonayoni,ٱثْنَيْنِ,N,vny,{vonayon,MD,1,0,0,0,
36,14,5,faka*~abuwhumaA,فَكَذَّبُوهُمَا,REM,,,,0,1,0,0,
37,5,5,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
37,103,2,>asolamaA,أَسْلَمَا,V,slm,>asolama,3MD,1,1,1,0,
37,113,6,*ur~iy~atihimaA,ذُرِّيَّتِهِمَا,N,*rr,*ur~iy~ap,,0,1,0,0,
37,115,1,wanaj~ayona`humaA,وَنَجَّيْنَٰهُمَا,CONJ,,,,0,1,0,0,
37,115,2,waqawomahumaA,وَقَوْمَهُمَا,CONJ,,,,0,1,0,0,
37,117,1,wa'aAtayona`humaA,وَءَاتَيْنَٰهُمَا,CONJ,,,,0,1,0,0,
37,118,1,wahadayona`humaA,وَهَدَيْنَٰهُمَا,CONJ,,,,0,1,0,0,
37,119,2,EalayohimaA,عَلَيْهِمَا,P,,EalaY`,,0,1,0,0,
37,122,1,<in~ahumaA,إِنَّهُمَا,ACC,,<in~,,0,1,0,0,
38,10,7,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
38,22,10,xaSomaAni,خَصْمَانِ,N,xSm,xaSom,MD,1,0,0,0,
38,27,6,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
38,66,5,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
38,75,9,biyadaY~a,بِيَدَىَّ,N,ydy,yad,FD,1,0,0,0,
39,29,12,yasotawiyaAni,يَسْتَوِيَانِ,V,swy,{sotawaY`^,3MD,1,1,1,1,
40,11,4,{vonatayoni,ٱثْنَتَيْنِ,N,vny,{vonatayon,FD,1,0,0,0,
40,11,6,{vonatayoni,ٱثْنَتَيْنِ,N,vny,{vonatayon,FD,1,0,0,0,
41,9,8,yawomayoni,يَوْمَيْنِ,N,ywm,yawom,MD,1,0,0,0,
41,11,10,{}otiyaA,ٱئْتِيَا,V,Aty,>ataY,2MD,1,1,1,0,
41,11,14,qaAlataA^,قَالَتَآ,V,qwl,qaAla,3FD,1,1,1,0,
41,12,5,yawomayoni,يَوْمَيْنِ,N,ywm,yawom,MD,1,0,0,0,
41,29,6,{l~a*ayoni,ٱلَّذَيْنِ,REL,,{l~a*iY,MD,1,0,0,0,
41,29,7,>aDal~aAnaA,أَضَلَّانَا,V,Dll,>aDal~a,3MD,1,1,1,0,
41,29,11,najoEalohumaA,نَجْعَلْهُمَا,V,jEl,jaEala,,0,1,1,1,
41,29,14,liyakuwnaA,لِيَكُونَا,V,kwn,kaAna,3MD,1,1,1,1,SUBJ
41,42,6,yadayohi,يَدَيْهِ,N,ydy,yad,FD,1,0,0,0,
42,29,8,fiyhimaA,فِيهِمَا,P,,fiY,,0,1,0,0,
43,31,9,{loqaroyatayoni,ٱلْقَرْيَتَيْنِ,N,qry,qaroyap,FD,1,0,0,0,
43,38,9,{loma$oriqayoni,ٱلْمَشْرِقَيْنِ,N,$rq,ma$oriq,MD,1,0,0,0,
43,85,8,bayonahumaA,بَيْنَهُمَا,LOC,byn,bayon,,0,1,0,0,
