surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
18	49	al-Kahf	razi-mafatih-al-ghayb	المقصود	6116078	MEDIUM	إنهم يكتبون الطاعات والمعاصي والمباحات بأسرها بدليل قوله تعالى: مال هذا الكتاب لا يغادر صغيرة ولا كبيرة إلا أحصاها [الكهف: 49] # وعن ابن عباس رضي الله عنهما أن مع كل إنسان ملكين: أحدهما عن يمينه والآخر عن يساره، فإذا تكلم الإنسان بحس
18	50	al-Kahf	razi-mafatih-al-ghayb	المقصود	1139383	MEDIUM	كان من الجن فوجب أن لا يكون من الملائكة وإنما قلنا إنه كان من الجن لقوله تعالى في سورة الكهف: إلا إبليس كان من الجن [الكهف: 50] واعلم أن من الناس من ظن أنه لما ثبت أنه كان من الجن وجب أن لا يكون من الملائكة لأن الجن جنس مخالف للملك وه
18	93	al-Kahf	razi-mafatih-al-ghayb	المقصود	1120866	MEDIUM	هات والشهوات فما كانوا يقفون على ما في تكاليف الله تعالى من المنافع العظيمة لا جرم قال تعالى: لا يكادون يفقهون قولا [الكهف: 93] أي لا يقفون على المقصود الأصلي والغرض الحقيقي. وعاشرها: العقل وهو العلم بصفات الأشياء من حسنها وقبحها وك
18	108	al-Kahf	razi-mafatih-al-ghayb	غاية	16540358	MEDIUM	سألة السادسة: قوله: عدن يفيد الإقامة: لا يخرجون منها [الجاثية: 45] وما هم منها بمخرجين [الحجر: 48] لا يبغون عنها حولا [الكهف: 108] يقال: عدن بالمكان أقام، # وروي أن جنات عدن وسط الجنة، # وقيل: عدن من المعدن أي هي معدن النعيم والأمن والس
19	2	Maryam	razi-mafatih-al-ghayb	غاية	12280417	MEDIUM	مة فيه أقوال قال بعضهم: مودة بالمجامعة ورحمة # PageV25P091 # بالولد تمسكا بقوله تعالى: ذكر رحمت ربك ms7198 عبده زكريا [مريم: 2] وقال بعضهم محبة حالة حاجة نفسه، ورحمة حالة حاجة صاحبه إليه، وهذا لأن الإنسان يحب مثلا ولده، فإذا رأى عدوه
19	5	Maryam	razi-mafatih-al-ghayb	غاية	14871806	MEDIUM	69 # في موسى، وقال: لا تخف ولا تحزن [العنكبوت: 33] وقال: فأخاف أن يقتلون [الشعراء: 14] وقال إني: خفت الموالي من ورائي [مريم: 5] ويدل عليه تقاليب خ وف فإن قولك خفي قريب منه، والخافي فيه ضعف والأخيف يدل عليه أيضا، وإذا علم هذا فالله تعا
19	6	Maryam	razi-mafatih-al-ghayb	غاية	10227519	MEDIUM	سميا [مريم: 65] واختلفوا في ذلك على وجوه: أحدها: أنه سيد وحصور لم يعص ولم يهم بمعصية كأنه جواب لقوله: واجعله رب رضيا [مريم: 6] فقيل له إنا نبشرك بغلام لم نجعل له من قبل شبيها في الدين، ومن كان هكذا فهو في غاية الرضا. وهذا الوجه ضعيف
19	7	Maryam	razi-mafatih-al-ghayb	غرض	10232545	MEDIUM	فحصل الشك فيها دون ما عداها والله أعلم، والجواب عن السؤال الثاني من وجوه: الأول: أن قوله: إنا نبشرك بغلام اسمه يحيى [مريم: 7] # PageV21P513 # ليس نصا في كون ذلك الغلام ولدا له بل يحتمل أن زكريا عليه السلام راعى الأدب ولم يقل هذا الكلا
19	9	Maryam	razi-mafatih-al-ghayb	غاية	502352	MEDIUM	فالمرتبة الأولى- وهي الحياة التي تفيد المكنة من الانتفاع- وإليها الإشارة بقوله تعالى: وقد خلقتك من قبل ولم تك شيئا [مريم: 9] وقوله: كيف تكفرون بالله وكنتم أمواتا فأحياكم [البقرة: 28]- الآية والمرتبة الثانية- وهي خلق المنتفع به- وإليه
19	11	Maryam	razi-mafatih-al-ghayb	المقصود	5364147	MEDIUM	هذه الآية. # المسألة الثانية: قال الزجاج: الإيحاء الإعلام على سبيل الخفاء، قال تعالى: فأوحى إليهم أن سبحوا بكرة وعشيا [مريم: 11] أي أشار إليهم، وقال وإذ أوحيت إلى الحواريين أن آمنوا بي [المائدة: 111] وقال وأوحى ربك إلى النحل [النحل: 6
19	12	Maryam	razi-mafatih-al-ghayb	غاية	3940837	MEDIUM	الكتاب وإليه الإشارة بالحكم، فإن أهل اللغة والتفسير اتفقوا على أن هذا الحكم هو العلم، قال تعالى: وآتيناه الحكم صبيا [مريم: 12] يعني العلم والفهم، ثم إذا حصل فهم الكتاب، فحينئذ يبلغ ذلك إلى الخلق وهو النبوة فما أحسن هذا الترتيب. # ثم ق
19	14	Maryam	razi-mafatih-al-ghayb	مقصود	9071278	MEDIUM	على الرسل. # المسألة الثانية: الجبار هاهنا المتكبر على طاعة الله تعالى وعبادته. ومنه قوله تعالى: ولم يكن جبارا عصيا # [مريم: 14] قال أبو عبيدة عن الأحمر: يقال فيه جبرية وجبروة وجبروت وجبورة، وحكى الزجاج: الجبرية والجبر بكسر الجيم والباء
19	17	Maryam	razi-mafatih-al-ghayb	المقصود	5735616	MEDIUM	لى في صفتها وصدقت بكلمات ربها وكتبه [التحريم: 12] وثانيها: أنه تعالى قال: فأرسلنا إليها روحنا فتمثل لها بشرا سويا # [مريم: 17] فلما كلمها جبريل وصدقته وقع عليها اسم الصديقة، وثالثها: أن المراد بكونها صديقة غاية بعدها عن المعاصي وشدة ج
19	26	Maryam	razi-mafatih-al-ghayb	غرض	2453815	MEDIUM	ي اللغة الإمساك عن الشيء والترك له، ومنه قيل/ للصمت: صوم لأنه إمساك عن الكلام، قال الله تعالى: إني نذرت للرحمن صوما [مريم: 26] وصوم النهار إذا اعتدل وقام قائم الظهيرة قال امرؤ القيس: # فدعها وسل الهم عنها بحسرة ... ذمول إذا صام النهار
19	31	Maryam	razi-mafatih-al-ghayb	غاية	7243636	MEDIUM	والبواعث الإنسانية أولى بالمواظبة على الطاعة، ولهذا السبب قال عيسى عليه السلام: وأوصاني بالصلاة والزكاة ما دمت حيا [مريم: 31] وقال لمحمد عليه السلام: واعبد ربك حتى يأتيك اليقين [الحجر: # 99] المسألة الثانية: المشبهة تمسكوا بقوله: إن ال
19	35	Maryam	razi-mafatih-al-ghayb	غاية	3940362	MEDIUM	لسلام قال لهم: اتخذوني إلها/ من دون الله فالمراد إذن ما قدمناه، ونظيره قوله تعالى: ms2309 ما كان لله أن يتخذ من ولد [مريم: 35] على سبيل النفي لذلك عن نفسه، لا على وجه التحريم والحظر، وكذا قوله تعالى: ما كان لنبي أن يغل [آل عمران: 161]
19	36	Maryam	razi-mafatih-al-ghayb	غاية	10317513	MEDIUM	لا من له غاية الإنعام وهو الإله الذي منه أصول النعم وفروعها على ما قررناه في تفسير قوله: وإن الله ربي وربكم فاعبدوه [مريم: 36] وقال: كيف تكفرون بالله وكنتم أمواتا فأحياكم [البقرة: 28] الآية وكما يعلم بالضرورة أنه لا يجوز الاشتغال بشكر
19	37	Maryam	razi-mafatih-al-ghayb	غرض	16183446	MEDIUM	عظيم كما قال: ليوم عظيم ms9481 يوم يقوم الناس لرب العالمين [المطففين: 5، 6] وقال: فويل للذين كفروا من مشهد يوم عظيم [مريم: 37] ويدل على صحة هذا التأويل خروج اللفظ في الشاهد والمشهود على النكرة، فيحتمل أن يكون ذلك على معنى أن القصد لم
19	40	Maryam	razi-mafatih-al-ghayb	غاية	12318212	MEDIUM	بل أي قوم نوح وعاد وثمود، وهذا ترتيب في غاية الحسن وذلك لأنه في وقت الامتنان والإحسان قال: الله الذي خلقكم ثم رزقكم [مريم: 40] أي آتاكم الوجود ثم البقاء ووقت الخذلان بالطغيان قال: ظهر الفساد في البر والبحر [الروم: 41] أي قلل رزقكم، ثم
19	42	Maryam	razi-mafatih-al-ghayb	المقصود	7856577	MEDIUM	عال العباد لم ينتفع العبد بفعله، ولهذا قال إبراهيم عليه السلام لأبيه: لم تعبد ما لا يسمع ولا يبصر ولا يغني عنك شيئا # [مريم: 42] وقلت في بعض المجالس ليس المقصود من هذه الحجة التي ذكرها إبراهيم عليه السلام القدح في إلهية الصنم، لأن كل أح
19	47	Maryam	razi-mafatih-al-ghayb	المقصود	13783185	MEDIUM	لصفح هو الإعراض. # ثم قال: وقل سلام قال سيبويه إنما معناه المتاركة، ونظيره قول إبراهيم لأبيه سلام عليك سأستغفر لك ربي [مريم: 47] وكقوله سلام عليكم لا نبتغي الجاهلين [القصص: 55] . # قوله فسوف تعلمون والمقصود منه التهديد. وفيه مسائل: # ال
19	48	Maryam	razi-mafatih-al-ghayb	المقصود	9145876	MEDIUM	لى في أن يقبل دعاءه فقال: ربنا وتقبل دعاء وقال ابن عباس: يريد عبادتي بدليل قوله تعالى: وأعتزلكم وما تدعون من دون الله [مريم: 48] . # المطلوب السابع: قوله: ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب وفيه مسألتان: # المسألة الأولى: لق
19	52	Maryam	razi-mafatih-al-ghayb	المقصود	7771591	MEDIUM	ن النجوة وهو الكلام الخفي كأن المتناجيين منعا إدخال غيرهما معهما وتباعدا من غيرهما، ونظيره قوله تعالى: وقربناه نجيا [مريم: 52] وقوله: فلما استيأسوا منه خلصوا نجيا [يوسف: 80] وقوله: فلا تتناجوا بالإثم والعدوان ... وتناجوا بالبر والتقوى
19	59	Maryam	razi-mafatih-al-ghayb		7634341	MEDIUM	كان كذلك، والثاني باطل، لأنه حكم بمجرد التشهي وهو باطل لقوله تعالى: فخلف من بعدهم خلف أضاعوا الصلاة واتبعوا الشهوات [مريم: 59] فلم يبق إلا أنه عليه الصلاة والسلام أذن في تلك الواقعة، بناء على الاجتهاد، وذلك يدل على أنه عليه الصلاة و
19	62	Maryam	razi-mafatih-al-ghayb	المقصود	10347916	MEDIUM	ى وإن كان بأمر غائب فهو كأنه مشاهد وحاصل/ والمراد تقرير ذلك في القلوب. وثانيها: قوله: لا يسمعون فيها لغوا إلا سلاما [مريم: 62] واللغو من الكلام ما سبيله أن يلغى ويطرح وهو المنكر من القول ونظيره قوله: لا تسمع فيها لاغية [الغاشية: 11] و
