surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
68	4	al-Qalam	razi-mafatih-al-ghayb	المقصود	14502097	MEDIUM	عالى: قل ما أسئلكم عليه من أجر [الشعراء: 109] وقال: إن أجري إلا على الله [يونس: 72] وقوله تعالى: وإنك لعلى خلق عظيم [القلم: 4] إشارة إلى قوله هاهنا وما ينطق عن الهوى فإن هذا خلق عظيم، ولنبين الترتيب فنقول: قال أولا ما ضل أي هو على الط
68	7	al-Qalam	razi-mafatih-al-ghayb	المقصود	14588436	MEDIUM	ل # PageV29P267 # مسألة يضر الجهل بها بالإيمان فكان الاهتداء اليقيني هو الاهتداء المطلق فقال بمن اهتدى وقال بالمهتدين [القلم: 7] ثم قال تعالى: ### | [سورة النجم (53) : آية 31] # ولله ما في السماوات وما في الأرض ليجزي الذين أساؤا بما عملوا
68	28	al-Qalam	razi-mafatih-al-ghayb	غاية	3118927	MEDIUM	ا ممنوع بل المراد من الوسطى الفضيلة قال تعالى: وكذلك جعلناكم أمة وسطا [البقرة: 143] أي عدولا وقال تعالى: قال أوسطهم [القلم: 28] أي أعدلهم، وقد أحكمنا هذا الاشتقاق في تفسير قوله تعالى: وكذلك جعلناكم أمة وسطا وأيضا لم لا يجوز أن يكون
68	40	al-Qalam	razi-mafatih-al-ghayb	المقصود	9994939	MEDIUM	قوله: لنعلم في لفظة أي بل بقيت على ارتفاعها ونظيره قوله: اذهب فاعلم أيهم قام قال تعالى: سلهم ms5845 أيهم بذلك زعيم [القلم: 40] وقوله: ثم لننزعن من كل شيعة أيهم أشد على الرحمن عتيا [مريم: 69] وقرئ ليعلم على فعل ما لم يسم فاعله وفي هذه
69	11	al-Haqqa	razi-mafatih-al-ghayb	غرض	780975	MEDIUM	قلوبهم فلا فائدة في الإعادة. واعلم أن الطغيان هو الغلو في الكفر ومجاوزة الحد في العتو، قال تعالى: إنا لما طغى الماء [الحاقة: 11] أي جاوز قدره، وقال: اذهب إلى فرعون إنه طغى [طه: 24] أي أسرف وتجاوز الحد. وقرأ زيد بن علي في طغيانهم بالكس
69	14	al-Haqqa	razi-mafatih-al-ghayb	غرض	12016313	MEDIUM	خذ في كفه فطرحهن في البحر ونحو ذلك وقوله: وجعلنا فيها رواسي شامخات [المرسلات: 27] وحملت الأرض والجبال فدكتا دكة واحدة [الحاقة: 14] وما قدروا الله حق قدره والأرض جميعا قبضته يوم القيامة والسماوات مطويات بيمينه [الزمر: 67] سبحانه وتعالى
69	18	al-Haqqa	razi-mafatih-al-ghayb	المقصود	13373884	MEDIUM	ير وإن شرا فشر، فهم وإن لم يعلموا تفصيل ما فعلوه، فالله تعالى عالم بذلك ونظيره قوله يومئذ تعرضون لا تخفى منكم خافية [الحاقة: 18] وقال: يوم تبلى السرائر [الطارق: 9] وقال: إذا بعثر ما في القبور وحصل ما في الصدور [العاديات: 9، 10] وقال:
69	19	al-Haqqa	razi-mafatih-al-ghayb	غاية	9665114	MEDIUM	ك» فيعظم سروره، ويصير من الذين قال في حقهم: # وجوه يومئذ مسفرة ضاحكة مستبشرة [عبس: 38، 39] ثم يقول: هاؤم اقرؤا كتابيه [الحاقة: 19] . # وأما قوله: كفى بنفسك اليوم عليك حسيبا أي محاسبا. قال الحسن: عدل والله في حقك من جعلك # PageV20P309 #
69	21	al-Haqqa	razi-mafatih-al-ghayb	غرض	15551071	MEDIUM	منه تعظيم ذلك الإنسان وإدخال السرور في قلبه. # المسألة الثانية: إنما جمع الخطاب في قوله: كلوا بعد قوله فهو في عيشة [الحاقة: 21] لقوله: # فأما من/ أوتي [الحاقة: 19] ومن مضمن معنى الجمع. # المسألة الثالثة: قوله: بما أسلفتم أي قدمتم من أع
69	24	al-Haqqa	razi-mafatih-al-ghayb	غرض	15866175	MEDIUM	لأهل الجنة: سلام عليكم بما صبرتم فنعم عقبى الدار [الرعد: 24] وقال: كلوا واشربوا هنيئا بما أسلفتم في الأيام الخالية [الحاقة: 24] والغرض من ذكر هذا الكلام أن يزداد سرورهم، فإنه يقال للمعاقب: هذا بعملك الرديء فيزداد غمه وألم قلبه، ويقال
69	47	al-Haqqa	razi-mafatih-al-ghayb	المقصود	3523658	MEDIUM	لياء على أن الفعل لكل، وقرأ عبد الله لا يفرقون المسألة السادسة: أحد في معنى الجمع، كقوله فما منكم من أحد عنه حاجزين [الحاقة: 47] والتقدير: / لا نفرق بين جميع رسله، هذا هو الذي قالوه، وعندي أنه لا يجوز أن يكون أحد هاهنا في معنى الجمع،
70	4	al-Maarij	razi-mafatih-al-ghayb	غاية	12411592	MEDIUM	فكم يكون شهر منه، وكم تكون سنة منه، وكم يكون دهر منه، وعلى هذا الوجه لا فرق بين هذا وبين قوله مقداره خمسين ألف سنة [المعارج: 4] لأن تلك إذا كانت إشارة إلى دوام نفاذ الأمر، فسواء يعبر بالألف أو بالخمسين ألفا لا يتفاوت إلا أن المبالغ
70	8	al-Maarij	razi-mafatih-al-ghayb	غاية	14859756	MEDIUM	دة وبين الدهان؟ نقول: # الجواب عنه من وجوه الأول: المراد من الدهان ما هو المراد من قوله تعالى: يوم تكون السماء كالمهل [المعارج: 8] وهو عكر الزيت وبينهما مناسبة، فإن الورد يطلق على الأسد فيقال: أسد ورد، فليس الورد هو الأحمر القاني والث
71	3	Nuh	razi-mafatih-al-ghayb	غرض	651994	MEDIUM	06] يعني ألا تخشون الله، وكذلك قال هود وصالح، ولوط، وشعيب لقومهم، وفي العنكبوت قال إبراهيم لقومه اعبدوا الله واتقوه [نوح: 3] يعني اخشوه، وكذا قوله: اتقوا الله حق تقاته [آل عمران: 102] وتزودوا فإن خير الزاد التقوى [البقرة: 197] واتقو
71	4	Nuh	razi-mafatih-al-ghayb	المقصود	15598912	MEDIUM	ل المغفرة، وأما الطاعة فهي إنما طلبت ليتوسل بها إلى تحصيل المغفرة، ولذلك لما أمرهم بالعبادة قال: يغفر لكم من ذنوبكم [نوح: 4] فلما كان المطلوب الأول من الدعوة حصول المغفرة لا جرم قال: وإني كلما دعوتهم لتغفر لهم واعلم أنه عليه السلام لم
71	13	Nuh	razi-mafatih-al-ghayb	المقصود	11623332	MEDIUM	ه لا يخافون لقاءنا ووضع الرجاء في موضع الخوف لغة تهامية، إذا كان معه جحد، ومثله قوله تعالى: ما لكم لا ترجون لله وقارا [نوح: 13] أي لا تخافون له عظمة، وقال القاضي لا وجه لذلك، لأن الكلام متى أمكن حمله على الحقيقة لم يجز حمله على المجاز
71	21	Nuh	razi-mafatih-al-ghayb	المقصود	13782955	MEDIUM	ر عنهم أنهم قوم لا يؤمنون وهو قريب مما حكى الله عن نوح أنه قال: رب إنهم عصوني واتبعوا من لم يزده ماله وولده إلا خسارا [نوح: 21] . # ثم إنه تعالى قال له: فاصفح عنهم فأمره بأن يصفح عنهم وفي ضمنه منعه من أن يدعو عليهم بالعذاب، والصفح هو ال
71	25	Nuh	razi-mafatih-al-ghayb	غاية	3635829	MEDIUM	ون بالعذاب وتعبهم به، فإنه تعالى بين أن عذابهم حصل في غاية # PageV07P153 # القرب، وهو قوله تعالى: أغرقوا فأدخلوا نارا [نوح: 25] وفي غاية الشدة أيضا وهو قوله النار يعرضون عليها غدوا وعشيا ويوم تقوم الساعة أدخلوا آل فرعون أشد العذاب [غا
71	27	Nuh	razi-mafatih-al-ghayb	غاية	9680540	MEDIUM	بة أمة ظالمة حتى يعذر إليهم غاية الإعذار الذي يقع منه اليأس من إيمانهم، كما قال في قوم نوح: ولا يلدوا إلا فاجرا كفارا [نوح: 27] وقال: أنه لن يؤمن من قومك إلا من قد آمن [هود: 36] وقال في غيرهم: فما كانوا ليؤمنوا بما كذبوا به من قبل [يو
72	9	al-Jinn	razi-mafatih-al-ghayb	المقصود	15442167	MEDIUM	يرمى في الجاهلية قال: نعم، قيل: أفرأيت قوله تعالى: وأنا كنا نقعد منها مقاعد للسمع فمن يستمع الآن يجد له شهابا رصدا [الجن: 9] قال: غلظت وشدد أمرها حين بعث النبي صلى الله عليه وسلم. # والجواب عن السؤال الثاني: أنه إذا جاء القدر عمي البصر
72	16	al-Jinn	razi-mafatih-al-ghayb	المقصود	15601181	MEDIUM	~التوراة والإنجيل وما أنزل إليهم من ربهم لأكلوا من فوقهم [المائدة: 66] وأن لو استقاموا على الطريقة لأسقيناهم ماء غدقا [الجن: 16] ومن يتق الله ms9148 يجعل له # PageV30P651 # مخرجا ويرزقه من حيث لا يحتسب # [الطلاق: 2- 3] وأمر أهلك بالصلاة
72	17	al-Jinn	razi-mafatih-al-ghayb	غاية	15741312	MEDIUM	سأكلفه صعودا وفي الصعود قولان: الأول: أنه مثل لما يلقى من العذاب الشاق الصعب الذي لا يطاق مثل قوله: يسلكه عذابا صعدا [الجن: 17] وصعود من قولهم: عقبة صعود وكدود شاقة المصعد والثاني: # أن صعودا اسم لعقبة في النار كلما وضع يده عليها ذابت
72	19	al-Jinn	razi-mafatih-al-ghayb	غاية	15667365	MEDIUM	ل عددا (24) # فإن قيل: ما الشيء الذي جعل ما بعد حتى غاية له؟ قلنا: فيه وجهان الأول: أنه متعلق بقوله: يكونون عليه لبدا [الجن: 19] والتقدير أنهم يتظاهرون عليه بالعداوة ويستضعفون أنصاره ويستقلون (عدده) «1» حتى إذا رأوا ما يوعدون من يوم ب
72	24	al-Jinn	razi-mafatih-al-ghayb	غاية	15668504	MEDIUM	جعل له ربي أمدا (25) PageV30P677 # قال مقاتل: لما سمعوا قوله: حتى إذا رأوا ما يوعدون فسيعلمون من أضعف ناصرا وأقل عددا [الجن: 24] قال النضر بن الحرث: متى يكون هذا الذي توعدنا به؟ فأنزل الله تعالى: قل إن أدري أقريب ما توعدون إلى آخره والم
72	28	al-Jinn	razi-mafatih-al-ghayb	المقصود	4144033	MEDIUM	وقال: والله محيط بالكافرين [البقرة: 19] وقال: ولا يحيطون به علما [طه: 110] وقال: وأحاط بما لديهم وأحصى كل شيء عددا [الجن: 28] . # المسألة الثالثة: إنما قال: إن الله بما يعملون محيط ولم يقل إن الله محيط بما يعملون لأنهم يقدمون الأهم و
73	6	al-Muzzammil	razi-mafatih-al-ghayb	المقصود	13187444	MEDIUM	الثالث: أن الليل وقت النوم فتركه يكون أشق فيكون الثواب أكثر الرابع: قوله تعالى: إن ناشئة الليل هي أشد وطئا وأقوم قيلا [المزمل: 6] وقوله: # ساجدا حال، وقرئ ساجد وقائم على أنه خبر بعد خبر والواو للجمع بين الصفتين. # واعلم أن هذه الآية د
73	10	al-Muzzammil	razi-mafatih-al-ghayb	غاية	1794585	MEDIUM	عن مشركي العرب بقوله/ تعالى: قل للذين آمنوا يغفروا للذين لا يرجون أيام الله [الجاثية: 14] وقوله: واهجرهم هجرا جميلا [المزمل: 10] ولذلك لم يأمر بذلك على الدوام بل علقه بغاية فقال: حتى يأتي الله بأمره وذكروا فيه وجوها، أحدها: أنه المج
73	17	al-Muzzammil	razi-mafatih-al-ghayb	غاية	15837166	MEDIUM	عام يصل إلى كل المكلفين على ما قال تعالى: يوم ترونها تذهل كل مرضعة عما أرضعت # [الحج: 2] وقال: يوما يجعل الولدان شيبا [المزمل: 17] إلا أنه تعالى بفضله يؤمن أولياءه من ذلك الفزع والجواب الثاني: أن يكون المراد أن شر ذلك اليوم يكون مستطي
73	20	al-Muzzammil	razi-mafatih-al-ghayb	المقصود	14480508	MEDIUM	نهما يخلصان الفعل للاستقبال لا ينصبان ويمنعان النصب بالناصب كما في قوله تعالى: علم أن سيكون منكم مرضى # PageV28P225 # [المزمل: 20] نقول: سوف والسين ليسا بمعنى غير اختصاص الفعل بالاستقبال وأن ولن بمعنى لا يصح إلا في الاستقبال فلم يثبت با
74	26	al-Muddaththir	razi-mafatih-al-ghayb	غاية	4595875	MEDIUM	صرت، ومن ضم الياء فهو من قولهم: أصلاه الله حر النار إصلاء. قال: فسوف نصليه نارا [النساء: 30] وقال تعالى: سأصليه سقر [المدثر: 26] قال صاحب «الكشاف» : قرئ سيصلون بضم الياء وتخفيف اللام وتشديدها. # المسألة الثانية: السعير: هو النار المست
74	31	al-Muddaththir	razi-mafatih-al-ghayb	المقصود	953995	MEDIUM	اب النار إلا ملائكة وما جعلنا عدتهم إلا فتنة للذين كفروا أي امتحانا إلى أن قال: كذلك يضل الله من يشاء ويهدي من يشاء [المدثر: 31] فبين أن إضلاله للعبد يكون على هذا الوجه من إنزاله آية متشابهة أو فعلا متشابها لا يعرف حقيقة الغرض فيه، وا
74	42	al-Muddaththir	razi-mafatih-al-ghayb	مقصود	15655344	MEDIUM	عن موعظته، أو عن وحيه. يسلكه، وقرئ بالنون مفتوحة ومضمومة أي ندخله عذابا، والأصل نسلكه في عذاب كقوله: ما سلككم في سقر [المدثر: 42] إلا أن هذه العبارة أيضا مستقيمة لوجهين الأول: أن يكون التقدير نسلكه في عذاب، ثم حذف الجار وأوصل الفعل،
75	1	al-Qiyama	razi-mafatih-al-ghayb	غرض	16084545	MEDIUM	15 الى 16] # فلا أقسم بالخنس (15) الجوار الكنس (16) # الكلام في قوله: فلا أقسم قد تقدم في قوله: لا أقسم بيوم القيامة [القيامة: 1] ، وبالخنس والجوار الكنس ms9424 فيه قولان: الأول: وهو المشهور الظاهرة أنها النجوم الخنس جمع خانس، والخنوس
75	3	al-Qiyama	razi-mafatih-al-ghayb	غرض	15774347	MEDIUM	وب، فإن إثباته أظهر وأجلى وأقوى وأحرى، من أن يحاول إثباته بمثل هذا القسم، ثم قال بعده: أيحسب الإنسان ألن نجمع عظامه [القيامة: 3] أي كيف خطر بباله هذا الخاطر الفاسد مع ظهور فساده وثالثها: أن يكون الغرض منه الاستفهام على سبيل الإنكار وا
75	13	al-Qiyama	razi-mafatih-al-ghayb	المقصود	15793437	MEDIUM	ه لسانك # ليس خطابا مع الرسول عليه السلام بل هو خطاب مع الإنسان المذكور في قوله: ينبؤا الإنسان يومئذ بما قدم وأخر # [القيامة: 13] فكان ذلك للإنسان حال ما ينبأ بقبائح أفعاله وذلك بأن يعرض عليه كتابه فيقال له: اقرأ كتابك كفى بنفسك اليوم
75	14	al-Qiyama	razi-mafatih-al-ghayb	المقصود	6358399	MEDIUM	امل الحاصل بالعين التي في الرأس، فالبصيرة اسم للإدراك التام الحاصل في القلب. قال تعالى: بل الإنسان على نفسه بصيرة # [القيامة: 14] أي له من نفسه معرفة تامة، وأراد بقوله: قد جاءكم بصائر من ربكم الآيات المتقدمة، وهي في ms3719 أنفسها ليست
75	16	al-Qiyama	razi-mafatih-al-ghayb	غرض	16241601	MEDIUM	يان وهي الدراسة والقراءة، وهذا ليس في البشارة وتعظيم حاله مثل الأول، ولأنه على خلاف قوله: لا تحرك به لسانك لتعجل به # [القيامة: 16] . # أما قوله: إلا ما شاء الله ففيه احتمالان أحدهما: أن يقال: هذا الاستثناء غير حاصل في الحقيقة وأنه عليه
75	17	al-Qiyama	razi-mafatih-al-ghayb	المقصود	15793107	MEDIUM	يجب أن تفر من غير الله إلى الله وأن تستعين في كل الأمور بالله، حتى يحصل لك المقصود على ما قال: إن علينا جمعه وقرآنه # [القيامة: 17] وقال في سورة أخرى: ولا تعجل بالقرآن من قبل أن يقضى إليك وحيه، وقل رب زدني علما [طه: 114] أي لا تستعن في
75	18	al-Qiyama	razi-mafatih-al-ghayb	غاية	15797312	MEDIUM	لعلم، فنهي النبي عليه السلام عن الأمرين جميعا، أما عن ms9261 القراءة مع قراءة جبريل فبقوله: فإذا قرأناه فاتبع قرآنه # [القيامة: 18] وأما عن إلقاء الأسئلة في البيان فبقوله: ثم إن علينا بيانه. # المسألة الثانية: احتج من جوز تأخير البيان ع
75	23	al-Qiyama	razi-mafatih-al-ghayb	غرض	15848022	MEDIUM	وسرورا في القلب، وقد مر تفسير ولقاهم في قوله: ويلقون فيها تحية [الفرقان: 75] وتفسير النضرة في قوله: وجوه يومئذ ناضرة [القيامة: 23] والتنكير في سرورا: للتعظيم والتفخيم. ### | [سورة الإنسان (76) : الآيات 12 الى 13] # وجزاهم بما صبروا جنة
76	2	al-Insan	razi-mafatih-al-ghayb	غاية	12404523	MEDIUM	ة، فلما كان ملك السموات والأرض في غاية العظمة، عبر بما ينبئ في العرف عن العظمة، ومما ينبهك لهذا قوله تعالى: أنا خلقنا [الإنسان: 2] إنا زينا [الصافات: 6] نحن أقرب [ق: 16] نحن نزلنا [الحجر: 9] أيظن أو يشك مسلم في أن المراد ظاهره من الشر
76	5	al-Insan	razi-mafatih-al-ghayb	غاية	15854484	MEDIUM	لى في القرآن مما في الجنة، فليس منه في الدنيا إلا الاسم، وتمام القول هاهنا مثل ما ذكرناه في قوله: كان مزاجها كافورا [الإنسان: 5] . ### | [سورة الإنسان (76) : آية 18] # عينا فيها تسمى سلسبيلا (18) # فيه مسائل: # المسألة الأولى: قال ابن ا
76	9	al-Insan	razi-mafatih-al-ghayb	غرض	3354776	MEDIUM	/ العبودية، ولهذا السبب حكي عن علي رضي الله عنه أنه قال في إنفاقه إنما نطعمكم لوجه الله لا نريد منكم جزاء ولا شكورا [الإنسان: 9] ووصف إنفاق أبي بكر فقال: وما لأحد عنده من نعمة تجزى، إلا ابتغاء وجه ربه، الأعلى ولسوف يرضى [الليل: 19، 20
76	13	al-Insan	razi-mafatih-al-ghayb	غاية	16540998	MEDIUM	و من الجنين، فلأن المكلف يكون في الجنة في غاية التنعم، ويكون كالجنين لا يمسه برد ولا حر لا يرون فيها شمسا ولا زمهريرا [الإنسان: 13] . # المسألة السابعة: قوله: تجري إشارة إلى أن الماء الجاري ألطف من الراكد، ومن ذلك النظر إلى الماء الجاري
76	21	al-Insan	razi-mafatih-al-ghayb	غرض	9219527	MEDIUM	ختلاف القراء في قوله: نسقيكم مما في بطونه [النحل: 66] فقرءوا باللغتين، ولم يختلفوا في قوله: وسقاهم ربهم شرابا طهورا [الإنسان: 21] وفي قوله: والذي هو يطعمني ويسقين [الشعراء: 79] قال أبو علي: سقيته حتى # PageV19P135 # روي وأسقيته نهرا،
76	23	al-Insan	razi-mafatih-al-ghayb	المقصود	15875953	MEDIUM	بحوه بكرة وأصيلا [الأحزاب: 41] . # واعلم أن في الآية لطيفة أخرى وهي أنه تعالى قال: إنا نحن نزلنا عليك القرآن تنزيلا [الإنسان: 23] أي/ هديناك إلى هذه الأسرار، وشرحنا صدرك بهذه الأنوار، وإذ قد فعلنا بك ذلك فكن منقادا مطيعا لأمرنا، وإياك
77	1	al-Mursalat	razi-mafatih-al-ghayb	المقصود	14301274	MEDIUM	الساكنات حيث قال: # والصافات [الصافات: 1] وفي السور الأربع الباقية أقسم بالمتحركات، فقال: والذاريات وقال: # والمرسلات [المرسلات: 1] وقال: والنازعات [النازعات: 1] ويؤيده قوله تعالى: والسابحات ... # فالسابقات [النازعات: 3، 4] وقال: والعاد
77	6	al-Mursalat	razi-mafatih-al-ghayb	المقصود	15922558	MEDIUM	كره حتى يذكره، ثم يبين له فساده؟ قلنا: لما تقدم الإعذار والإنذار في الدنيا بدليل قوله: فالملقيات ذكرا، عذرا أو نذرا [المرسلات: 6] كان إعادتها غير مفيدة. # السؤال الثالث: لم لم يقل: ولا يؤذن لهم فيعتذرون؟ كما قال: لا يقضى عليهم فيموتوا
77	14	al-Mursalat	razi-mafatih-al-ghayb	المقصود	15900562	MEDIUM	فالنوع الأول: من التخويف أنه أقسم على أن اليوم الذي يوعدون به، وهو يوم الفصل واقع ثم هول فقال: وما أدراك ما يوم الفصل [المرسلات: 14] ثم زاد في التهويل فقال: ويل يومئذ للمكذبين [المرسلات: 15] . # والنوع الثاني من التخويف: ما ذكر في هذه ا
77	15	al-Mursalat	razi-mafatih-al-ghayb	المقصود	15900622	MEDIUM	ه، وهو يوم الفصل واقع ثم هول فقال: وما أدراك ما يوم الفصل [المرسلات: 14] ثم زاد في التهويل فقال: ويل يومئذ للمكذبين [المرسلات: 15] . # والنوع الثاني من التخويف: ما ذكر في هذه الآية، وهو أنه أهلك الكفرة المتقدمين بسبب كفرهم، فإذا كان ا
77	27	al-Mursalat	razi-mafatih-al-ghayb	غرض	12016262	MEDIUM	ير الكثير والجم الغفير بحصيات PageV24P600 # أخذهن آخذ في كفه فطرحهن في البحر ونحو ذلك وقوله: وجعلنا فيها رواسي شامخات [المرسلات: 27] وحملت الأرض والجبال فدكتا دكة واحدة [الحاقة: 14] وما قدروا الله حق قدره والأرض جميعا قبضته يوم القيامة
78	7	al-Naba	razi-mafatih-al-ghayb	غاية	8875887	MEDIUM	كل قطعة منها تشاهد كالسطح، والتفاوت الحاصل بينه وبين السطح لا يحصل إلا في علم الله ألا ترى أنه قال: والجبال أوتادا [النبأ: 7] فجعلها أوتادا مع أن العالم من الناس يستقرون عليها فكذلك هاهنا. والثاني: أن هذه الآية إنما ذكرت ليستدل بها
78	20	al-Naba	razi-mafatih-al-ghayb	غاية	16078290	MEDIUM	نشف ما فيه من الرطوبة، فحينئذ لا يبقى في البحار شيء من المياه البتة، ثم إن الجبال قد سيرت على ما قال: وسيرت الجبال [النبأ: 20] وحينئذ تصير البحار والأرض شيئا واحدا في غاية الحرارة والإحراق، ويحتمل أن تكون الأرض لما نشفت مياه البحار ر
78	38	al-Naba	razi-mafatih-al-ghayb	المقصود	1171097	MEDIUM	s0679 عليه. الحجة الرابعة عشرة: قوله تعالى: يوم يقوم الروح والملائكة صفا لا يتكلمون إلا من أذن له الرحمن وقال صوابا [النبأ: 38] والمقصود من ذكر أحوالهم المبالغة في شرح عظمة الله تعالى وجلاله ولو كان في الخلق طائفة أخرى قيامهم وتضرعه
79	1	al-Naziat	razi-mafatih-al-ghayb	المقصود	14301304	MEDIUM	الصافات: 1] وفي السور الأربع الباقية أقسم بالمتحركات، فقال: والذاريات وقال: # والمرسلات [المرسلات: 1] وقال: والنازعات [النازعات: 1] ويؤيده قوله تعالى: والسابحات ... # فالسابقات [النازعات: 3، 4] وقال: والعاديات [العاديات: 1] وذلك لأن ا
79	23	al-Naziat	razi-mafatih-al-ghayb	غرض	16021995	MEDIUM	لى الصدق، وما بعد الآية يدل على أن فرعون إنما منع من دلالته عن الصدق لاعتقاده أنه يمكن معارضته بدليل قوله: فحشر فنادى [النازعات: 23] وهو كقوله: فأرسل فرعون في المدائن حاشرين [الشعرا: 53] . # المسألة الثانية: في الآية سؤال وهو أن كل أحد
79	24	al-Naziat	razi-mafatih-al-ghayb	المقصود	16024645	MEDIUM	أن الآخرة والأولى صفة لكلمتي فرعون إحداهما قوله: ما علمت لكم من إله غيري [القصص: 38] والأخرى قوله: أنا ربكم الأعلى [النازعات: 24] قالوا: وكان بينهما ms9390 أربعون سنة، وهذا قول مجاهد والشعبي وسعيد بن جبير ومقاتل، ورواية عطاء والكلب
79	28	al-Naziat	razi-mafatih-al-ghayb	المقصود	14374006	MEDIUM	يها: # أن السماء ترى كالقبة المبنية فوق الرؤوس، والأرض مبسوطة مدحوة والبناء بالمرفوع أليق، كما قال تعالى: # رفع سمكها [النازعات: 28] ثالثها: قال بعض الحكماء: السماء مسكن الأرواح والأرض موضع الأعمال والمسكن أليق بكونه بناء والله أعلم. #
79	30	al-Naziat	razi-mafatih-al-ghayb	غاية	8875534	MEDIUM	م أن هذا القول إنما يتم إذا قلنا الأرض مسطحة لا كرة وأصحاب هذا القول احتجوا عليه ms5194 بقوله: # والأرض بعد ذلك دحاها [النازعات: 30] وهذا القول مشكل من وجهين. الأول: أنه ثبت بالدلائل/ أن الأرض كرة فكيف يمكن المكابرة فيه؟ # فإن قالوا: وق
79	31	al-Naziat	razi-mafatih-al-ghayb	غرض	2753596	MEDIUM	ظيره في الاختصار ما قاله في صفة الجنة وفيها ما تشتهيه الأنفس وتلذ الأعين [الزخرف: # 71] وقال: أخرج منها ماءها ومرعاها [النازعات: 31] . # فإن قيل: أفتدل الآية على أنه يهلك الحرث والنسل، أو تدل على أنه أراد ذلك؟ # قلنا: إن قوله: سعى في ال
79	40	al-Naziat	razi-mafatih-al-ghayb	المقصود	10491278	MEDIUM	بوت: 69] . وثانيها: حجر التضرع: ادعوا ربكم تضرعا وخفية [الأعراف: 55] . وثالثها: حراق منع الهوى: ونهى النفس عن الهوى [النازعات: 40] . ورابعها: كبريت الإنابة: وأنيبوا إلى ربكم [الزمر: 54] ملطخا رؤوس تلك/ الخشبات بكبريت توبوا إلى الله.
79	45	al-Naziat	razi-mafatih-al-ghayb	المقصود	654532	MEDIUM	للكافرين إلا أن الله تعالى ذكر المتقين مدحا ليبين أنهم هم الذين اهتدوا وانتفعوا به كما قال: إنما أنت منذر من يخشاها [النازعات: 45] وقال: إنما تنذر من اتبع الذكر [يس: 11] وقد كان عليه السلام منذرا لكل الناس، فذكر هؤلاء الناس لأجل أن هؤ
80	24	Abasa	razi-mafatih-al-ghayb	المقصود	12769633	MEDIUM	اكه والثمار ألا ترى إلى قوله تعالى: أنزل من السماء ماء فأخرجنا به [الأنعام: 99] وإلى قوله: فلينظر الإنسان إلى طعامه [عبس: 24] فاستوفى الأنواع بالذكر وهاهنا المقصود ذكر صفات الأرض فاختار منها الألذ الأنفع، وقد ذكرنا في سورة الأنعام ما
80	25	Abasa	razi-mafatih-al-ghayb	غرض	987940	MEDIUM	ا في الأرض/ جميعا فكيف يعجز عن إعادتكم ثم إنه تعالى ذكر تفاصيل هذه المنافع في سور مختلفة كما قال: أنا صببنا الماء صبا [عبس: 25] وقال في أول سورة أتى أمر الله والأنعام خلقها لكم [النحل: 5] إلى آخره وهاهنا مسائل: # المسألة الأولى: قال أ
81	9	al-Takwir	razi-mafatih-al-ghayb	المقصود	9741839	MEDIUM	ي به. وثالثها: أن يكون هذا تخييلا كأنه يقال للعهد لم نكثت وهلا وفي بك تبكيتا للناكث كما يقال للموءودة: بأي ذنب قتلت [التكوير: 9] وكقوله: أأنت قلت للناس اتخذوني وأمي إلهين [المائدة: 116] الآية فالمخاطبة لعيسى عليه السلام والإنكار على
81	20	al-Takwir	razi-mafatih-al-ghayb	غرض	14573025	MEDIUM	عظيم البالغ فعند الواحد استعمل اسم الملك غير منسوب بل هو موضوع لشدته وقوته كما قال تعالى: ذو مرة [النجم: 6] وذي قوة [التكوير: 20] فقال: شديد القوى [النجم: 5] وم ل ك تدل على الشدة في تقاليبها على ما عرف وعند الجمع استعمل الملائكة للتعظ
81	21	al-Takwir	razi-mafatih-al-ghayb	غاية	14519432	MEDIUM	يل أمين لم يخن في شيء مما أوحي إليه، وهذا كقوله تعالى: نزل به الروح الأمين [الشعراء: ms8518 193] وقوله مطاع ثم أمين [التكوير: 21] الوجه الثاني: في عبده على قولنا الموحي هو الله أنه محمد صلى الله عليه وسلم معناه أوحى الله إلى محمد ما أ
81	23	al-Takwir	razi-mafatih-al-ghayb	غاية	14514631	MEDIUM	بة ومنزلة في رفعة القدر لا حقيقة في الحصول في المكان، فإن قيل كيف يجوز هذا والله تعالى يقول: ولقد رآه بالأفق المبين [التكوير: 23] إشارة إلى أنه رأى جبريل بالأفق المبين؟ نقول وفي ذلك الموضع أيضا نقول كما قلنا هاهنا إنه صلى الله عليه وس
82	1	al-Infitar	razi-mafatih-al-ghayb	المقصود	5949622	MEDIUM	اح ms3481 وفي حال أخرى شق إفساد. ففاطر السموات/ من الإصلاح لا غير. وقوله هل ترى من فطور [الملك: 3] وإذا السماء انفطرت [الانفطار: 1] من الإفساد، وأصلهما واحد. # ثم قال تعالى: وهو يطعم ولا يطعم أي وهو الرازق لغيره ولا يرزقه أحد. # فإن قيل
82	4	al-Infitar	razi-mafatih-al-ghayb	غاية	16157503	MEDIUM	ا لما مدت رمت بما في جوفها من الموتى والكنوز، وهو ms9466 كقوله: وأخرجت الأرض أثقالها [الزلزلة: 2] وإذا القبور بعثرت [الانفطار: 4] وبعثر ما في القبور [العاديات: 9] وكقوله: ألم نجعل الأرض كفاتا أحياء وأمواتا [المرسلات: 25، 26] وأما قو
